size_sqft,bedrooms,floors,age,price_1000s
2184,4,1,19,490.72
2659,1,1,65,347.82
1895,3,1,4,489.47
3148,4,2,0,698.66
3000,2,3,58,453.58
1310,2,1,2,431.46
2776,3,2,12,587.56
2012,2,2,10,502.88
2167,5,1,41,403.27
1423,4,1,3,431.39
1246,3,3,100,264.97
1538,3,1,60,301.98
1478,3,1,19,383.51
2104,3,1,31,374.68
2560,3,2,31,453.71
726,4,1,51,212.74
2354,2,2,9,549.86
1696,2,1,26,381.03
1964,4,1,39,373.57
1875,2,1,100,274.28
2346,4,1,20,493.45
2330,2,1,0,542.26
3184,4,3,19,619.17
2155,3,2,36,371.76
2767,4,2,5,658.94
1957,3,3,1,532.92
2370,2,1,49,377.62
2590,3,3,31,442.59
2880,3,3,28,551.78
1550,2,2,11,423.31
2058,3,2,17,435.43
2365,4,1,5,565.28
2527,1,2,11,522.05
3299,4,1,3,698.52
2454,3,1,24,476.22
2117,3,2,64,381.28
2154,1,2,32,348.29
2402,2,2,31,424.71
1853,2,2,55,347.36
1752,4,2,27,387.1
856,4,1,13,355.97
2190,3,1,58,385.8
2721,2,1,12,555.69
3016,1,2,22,546.95
1583,5,1,22,405.73
3021,4,1,49,450.95
1706,3,1,28,335.47
2114,5,2,31,429.33
1793,4,2,47,336.9
2279,4,1,14,522.18
937,4,2,59,261.43
2773,1,3,13,559.21
2597,3,2,14,523.39
875,3,1,66,228.23
2910,3,1,3,629.94
817,3,1,57,231.27
1867,2,1,9,459.61
1244,3,1,1,372.69
2530,5,2,16,546.85
1283,4,1,4,430.61
2803,3,3,11,595.68
2178,4,2,4,557.64
2842,1,3,4,632.23
1706,3,2,9,440.95
2052,2,1,1,498.86
2734,2,2,5,586.9
1481,3,3,21,362.21
2647,3,2,25,479.12
1437,3,1,8,401.34
1932,1,2,19,388.63
1920,1,2,100,280.97
1585,1,2,14,379.34
2353,5,1,16,516.8
2607,2,2,25,450.5
500,4,1,42,248.89
2848,2,2,16,541.17
1734,2,2,18,381.57
3322,5,1,17,631.64
1736,1,2,8,426.98
2848,3,2,58,442.27
2688,3,1,3,625.25
2515,1,1,7,528.99
1886,2,3,11,478.61
1360,3,1,12,399.17
1776,3,1,19,385.73
2950,3,1,22,520.63
2618,2,2,50,441.45
2039,2,1,37,350.82
3045,2,3,12,580.37
2168,3,1,6,511.8
3212,2,1,25,534.89
2236,4,2,8,517.74
1790,1,1,61,272.08
2094,3,1,20,437.0
1625,2,2,21,350.33
1911,4,1,12,456.76
2721,2,1,5,577.18
2090,3,1,11,438.53
3404,5,3,72,485.89
2277,3,2,68,365.51
1540,3,2,29,371.86
2745,5,2,22,562.99
2008,5,2,13,509.65
3128,2,3,12,590.8
1083,2,1,38,230.22
1644,3,2,9,433.96
2564,3,3,21,487.2
2163,3,2,61,356.21
2004,5,1,0,558.35
1500,1,3,33,312.67
2683,2,2,0,624.54
1125,3,1,27,327.88
856,3,3,34,286.16
1300,3,1,18,363.13
1257,1,3,12,346.67
2594,3,1,23,486.25
530,2,1,9,248.48
1599,5,1,57,314.57
2427,2,1,10,484.98
1532,3,1,3,445.72
1858,2,1,3,461.3
2775,4,3,48,490.59
1472,3,2,4,442.13
1298,2,2,8,370.14
1808,4,2,4,514.6
2365,5,2,13,555.12
1503,1,2,81,239.47
1331,4,2,2,467.13
1695,2,1,12,437.14
1109,2,1,38,284.49
2650,2,2,41,411.97
834,3,1,49,220.24
2444,3,3,5,568.39
2071,5,3,8,550.45
2531,2,2,46,422.08
2034,3,2,100,289.65
2590,2,2,17,507.76
1691,3,2,42,352.13
2033,3,2,1,538.78
1868,1,1,14,350.16
1738,3,1,12,449.92
1582,1,2,32,289.47
1287,2,1,25,297.82
2879,4,1,0,673.53
2075,2,2,22,445.4
3147,5,1,19,619.44
2423,4,2,23,512.18
1726,1,2,9,409.51
2732,1,2,67,395.2
2544,2,1,0,578.17
1216,3,1,45,245.59
3216,4,1,40,522.73
1485,4,1,6,415.68
2773,2,1,18,520.78
2166,4,2,5,553.89
2204,4,1,26,442.34
2626,5,2,22,533.83
2069,5,1,12,468.27
1358,1,2,13,357.58
1525,2,1,16,357.26
1827,3,2,12,463.48
1742,3,1,10,401.52
1124,4,2,2,410.93
1636,5,2,9,463.83
2616,2,3,11,550.61
2883,3,3,30,490.12
2771,4,1,59,406.92
3239,5,1,47,530.49
1801,4,2,22,408.66
1336,2,2,100,252.26
2392,4,1,11,542.0
2600,2,2,44,445.97
2571,1,1,6,542.59
2721,2,2,42,440.03
2135,1,1,16,418.29
2003,2,2,87,295.67
2319,3,1,14,530.68
2176,3,1,77,360.69
1644,3,1,33,338.22
1899,3,2,27,417.28
1905,3,2,17,433.42
2640,3,1,63,437.43
2220,2,1,12,455.74
1611,3,1,9,395.51
2133,4,3,28,435.87
2174,3,1,8,542.73
3363,2,2,35,536.51
2022,3,1,79,343.2
2650,3,3,15,560.28
1661,2,2,46,316.47
3016,3,3,36,538.08
2738,2,1,66,389.38
1701,3,2,8,465.69
2006,2,2,15,455.1
1256,2,2,62,221.89
1697,4,1,21,397.81
2044,4,2,15,473.8
2663,1,1,0,580.34
2429,2,1,38,415.91
2038,3,1,51,353.39
3383,1,3,0,702.55
2957,1,3,15,536.48
1386,2,2,19,364.94
2267,3,1,34,386.75
2065,3,1,83,324.43
1612,4,3,54,329.07
1595,3,2,3,460.06
1625,3,2,36,371.68
1996,4,1,22,433.25
2219,3,3,3,540.32
2734,2,2,43,421.74
1965,4,1,34,407.47
2124,2,2,42,349.76
1818,1,2,95,309.23
2721,2,1,2,626.14
1033,2,1,33,251.66
1341,2,1,12,318.91
610,1,3,22,226.27
2464,3,3,4,577.68
1250,2,1,12,338.93
2075,2,1,0,516.89
1411,4,2,3,498.42
2355,3,1,32,445.31
2307,3,3,7,591.5
1403,4,2,24,382.22
1571,3,1,6,406.86
1624,2,3,29,385.64
2523,2,2,8,529.75
1935,3,2,42,362.47
2606,5,1,6,591.63
1891,1,1,16,422.32
2630,3,3,4,609.39
1532,3,1,53,288.63
833,1,1,1,309.68
1618,4,1,3,437.18
2456,2,1,11,502.16
2084,3,1,26,419.62
1651,2,3,2,448.7
2597,2,2,11,541.67
3154,2,1,26,512.02
1574,2,1,13,381.44
1725,4,1,18,421.6
1621,2,1,9,386.55
1477,3,2,39,287.6
2334,4,1,80,345.01
2465,3,2,3,581.23
1849,3,1,29,373.05
2375,3,2,31,441.14
2969,5,1,3,690.63
2750,5,1,45,466.8
773,4,1,29,289.69
2198,3,1,14,474.66
1470,5,1,26,362.33
2036,2,2,36,347.95
1259,2,2,15,359.15
1836,4,1,8,468.86
2113,3,1,22,440.07
2227,5,1,19,461.11
2393,1,1,34,382.59
2050,2,2,7,478.42
500,2,1,25,227.93
2101,1,1,46,343.03
1972,5,1,42,378.92
2258,3,1,8,510.21
2324,3,1,2,551.65
2216,1,2,4,527.24
2293,3,1,9,486.81
2670,4,1,100,383.31
1649,2,2,1,452.75
1840,3,1,12,439.65
2627,4,3,4,614.61
1347,5,2,24,365.62
2155,4,2,57,396.93
2295,2,2,3,564.05
1544,4,1,26,355.23
2127,3,1,54,371.08
2122,3,2,42,416.6
1706,4,1,58,305.93
1735,3,2,71,316.73
2873,3,1,25,538.59
2921,2,1,11,580.3
2249,2,1,6,510.04
1251,3,1,8,391.93
1031,2,1,14,313.11
974,2,1,3,325.18
1764,3,1,2,483.39
1902,3,2,43,376.67
1346,4,2,100,276.29
1844,5,1,27,443.83
1702,3,1,63,333.91
1993,3,1,19,430.87
2489,3,1,7,558.2
2110,2,2,6,489.38
2492,2,2,0,601.48
2135,2,2,25,443.21
2843,4,2,90,431.83
1798,4,1,68,295.64
2891,3,1,7,608.68
2283,3,1,26,468.98
2560,5,2,32,464.83
2005,5,1,4,514.62
1225,5,1,3,396.44
1724,2,2,11,422.66
2775,3,1,16,538.87
2010,2,1,10,418.25
1699,5,1,25,394.3
1678,2,3,13,429.42
2502,5,1,5,596.79
2108,3,1,21,427.19
1779,2,1,17,379.29
1641,4,2,72,322.05
1735,2,1,3,445.59
2595,4,2,10,553.37
2147,4,1,1,539.65
2593,3,2,0,639.96
3018,3,2,10,577.4
1804,2,1,10,439.16
2859,3,2,28,478.74
2067,4,2,6,534.19
1688,2,2,33,337.79
2392,1,1,29,444.35
2995,5,2,11,613.78
1911,5,1,5,525.34
2011,2,3,0,526.05
1912,5,1,4,542.17
2281,3,2,41,415.13
2422,4,1,30,448.14
1487,3,2,3,448.38
3174,3,1,84,426.29
2395,3,1,97,343.49
1360,2,2,27,334.7
2277,2,2,44,397.59
2473,2,1,16,434.13
2213,2,2,30,374.27
1119,3,1,45,259.57
1815,5,3,14,507.69
1347,2,2,25,307.69
1735,1,1,4,401.42
2208,2,1,16,446.33
2525,2,1,31,486.05
2427,3,3,15,529.73
1501,2,2,9,367.79
1522,2,2,44,319.41
2049,3,1,65,337.27
2163,5,1,9,536.65
1765,1,1,100,253.49
2820,3,1,31,476.65
1096,5,2,54,298.81
2513,4,1,20,497.52
2731,4,3,3,673.93
4130,3,1,6,788.99
1731,2,1,33,333.33
2253,5,1,0,586.74
1832,1,1,23,362.96
2750,4,2,2,673.84
1725,1,2,25,364.16
2314,4,1,73,373.29
2198,3,2,54,399.41
2222,4,2,18,525.13
2368,3,2,6,556.12
1445,2,2,24,356.28
1634,2,1,10,409.63
2340,3,2,32,447.63
1869,3,1,5,498.75
1740,3,2,21,394.73
1273,3,2,0,435.25
2104,2,1,59,351.17
3571,4,2,21,636.91
2213,1,2,34,414.76
1309,2,3,12,378.71
2644,2,2,21,462.1
1696,2,1,11,416.64
1767,5,3,21,413.37
3005,1,2,60,428.37
1853,2,2,31,370.84
3156,2,2,25,522.74
1052,1,1,19,281.01
843,4,2,10,359.37
929,3,2,8,348.84
1186,2,1,7,372.68
2422,2,1,6,507.45
1229,2,3,13,366.71
2840,2,1,19,533.27
2034,2,2,28,405.17
2028,4,1,5,508.93
2369,2,2,4,543.63
2994,3,2,38,500.41
2754,4,1,6,579.27
1153,1,3,4,389.3
3075,2,1,22,549.11
2325,2,1,12,453.51
614,4,2,7,291.97
1230,3,2,40,279.4
2288,5,1,31,459.02
1126,5,1,6,376.35
1802,3,1,44,331.79
1518,4,1,13,440.09
1737,2,3,7,440.09
2413,3,2,94,369.5
2321,3,1,89,342.99
1811,5,3,4,553.61
1712,1,2,88,270.33
1101,3,1,6,338.31
1764,4,1,33,365.34
2145,3,2,16,462.55
1370,1,2,8,371.25
1977,2,2,9,435.12
1752,2,1,20,357.33
2562,4,1,0,662.84
1124,3,3,79,291.69
2438,3,3,3,592.06
2897,4,1,10,585.64
2244,2,1,65,370.01
1457,3,1,19,370.02
1311,2,2,0,404.46
2451,3,2,1,639.62
1857,4,3,7,511.1
2052,2,1,13,430.74
1662,2,1,100,294.01
2125,3,2,24,439.75
1424,3,1,89,252.31
2190,5,2,0,589.01
2404,2,2,25,455.52
1429,4,2,32,315.73
2093,3,1,15,418.33
2608,1,1,78,396.68
3214,2,2,9,633.49
1523,1,3,3,407.26
1472,3,1,19,364.52
1671,3,1,1,442.36
2684,1,2,100,359.26
2312,5,2,44,445.06
2598,1,1,2,564.39
1519,3,1,22,359.31
1064,4,1,37,290.28
1709,2,2,6,430.17
2332,3,2,12,493.29
2245,3,2,77,332.75
2003,2,1,8,470.86
1642,2,1,7,402.63
3088,5,2,25,582.4
2726,2,1,13,523.25
2129,1,2,8,449.32
1601,3,1,50,371.78
1413,2,1,19,368.07
1494,1,2,2,385.64
2892,2,2,47,432.8
1526,3,3,12,404.28
1310,2,1,16,344.13
1778,3,1,1,494.31
1330,3,1,7,388.73
2223,1,2,0,526.75
2601,1,1,14,493.4
1540,3,1,29,329.66
2903,4,1,0,663.94
2594,2,1,79,371.02
1630,3,2,20,392.33
1647,2,2,35,336.45
2726,3,1,7,578.36
1749,1,2,1,435.91
1867,3,2,33,385.6
1105,3,1,14,334.22
2157,3,1,14,478.7
1348,3,1,6,430.54
1530,5,1,8,424.04
839,4,1,64,250.62
2199,4,3,31,431.74
1447,3,3,13,404.75
1614,2,2,5,434.15
1828,5,1,2,502.76
1662,5,1,39,369.85
1490,5,2,10,434.84
1652,3,1,7,414.84
3050,3,1,37,529.99
2184,3,2,2,557.67
2288,2,1,27,397.33
2391,5,1,1,605.32
1600,3,1,100,296.98
3164,4,1,4,679.6
1705,2,2,11,407.51
1991,3,1,59,356.83
1912,4,2,10,487.71
1781,3,1,31,338.47
1835,5,1,39,398.4
3043,3,1,7,623.19
2472,3,2,3,574.67
2208,2,1,21,436.21
2304,3,1,21,437.95
1582,2,1,5,400.68
918,3,1,26,308.64
1628,3,2,47,283.39
1100,1,2,4,347.83
1352,3,1,56,277.95
2567,4,2,3,684.22
1328,3,1,46,296.46
1617,4,3,54,363.43
2276,3,3,20,469.06
3305,4,3,53,536.66
1101,4,1,19,320.3
1113,3,1,61,247.63
3347,4,2,63,497.2
1670,3,1,20,371.5
1815,2,2,25,352.36
3458,3,2,3,733.51
1795,2,2,27,354.57
1619,4,2,39,335.8
1715,2,2,10,401.57
2150,2,2,54,393.45
2107,3,1,40,352.12
691,2,1,9,220.53
1716,2,1,19,368.49
1634,3,2,12,369.48
1589,5,2,9,452.06
1951,2,1,29,354.14
2442,2,1,28,424.39
3368,4,1,75,448.54
1039,2,1,50,250.71
720,2,1,23,228.58
3091,4,2,6,672.93
725,3,1,34,202.17
1966,4,3,0,590.12
2390,1,1,30,412.58
2241,4,2,5,573.33
2573,2,1,39,396.76
2452,3,3,0,613.58
2120,4,1,51,370.98
1765,1,2,48,321.2
3148,1,1,25,529.15
1564,2,1,50,299.46
2066,2,2,26,383.51
3022,4,3,5,698.24
1040,2,2,8,334.7
2219,2,2,17,505.25
1500,2,1,5,376.64
2484,3,1,7,545.71
2949,3,3,12,615.03
2103,4,1,78,360.19
2863,3,1,37,494.82
1412,2,2,21,355.53
1907,1,2,0,495.77
2135,3,3,1,561.31
2014,1,2,19,409.87
2931,2,2,9,607.22
1284,3,1,49,276.34
2079,2,2,19,427.9
2547,2,1,9,532.18
1408,5,1,13,443.72
2359,2,3,12,485.38
3453,2,2,19,579.78
2124,3,1,4,531.11
2293,2,3,3,557.21
1980,4,1,34,416.86
1971,4,2,34,425.09
2914,3,2,23,528.15
2330,5,3,58,414.38
2283,5,2,6,584.44
2193,2,2,58,333.41
2814,3,1,8,563.05
1577,4,3,13,416.39
1973,2,1,100,292.73
2414,5,1,6,615.34
2600,2,2,3,609.29
1216,2,2,17,338.34
1618,2,2,3,465.95
1145,2,2,50,284.86
2597,3,1,7,554.93
1581,4,1,20,394.93
1934,3,1,25,394.47
2588,3,3,11,558.91
801,2,2,15,315.61
1349,2,1,20,327.59
2474,2,2,51,405.44
970,5,2,31,316.25
2231,2,2,54,337.88
2519,4,1,28,470.99
2400,1,2,35,423.68
2468,5,1,10,592.47
2843,3,2,9,585.6
2081,4,1,13,467.06
1266,3,1,16,357.59
2805,3,3,37,443.95
2286,5,1,2,602.48
2691,4,2,9,591.74
2258,2,1,34,440.86
3668,2,3,7,703.73
1513,5,1,1,481.42
2756,5,2,0,694.52
3180,1,1,3,660.72
2625,3,2,91,386.12
1929,5,1,6,543.34
1918,3,2,4,508.31
2309,3,2,3,595.04
2177,2,1,9,466.98
2542,5,2,33,506.48
3144,2,2,15,594.82
788,1,2,30,247.84
1330,2,1,52,291.22
1639,2,2,0,448.99
1762,5,2,24,425.66
1851,4,1,30,390.37
2366,4,2,8,542.47
1903,3,2,9,439.08
1705,3,1,59,323.09
1371,2,3,23,332.57
2123,3,1,12,504.15
1697,4,2,1,502.94
2121,2,1,4,506.3
858,3,1,100,207.95
1365,2,1,42,285.87
2204,3,1,39,398.82
1583,3,2,30,341.82
1704,4,2,34,390.25
2485,3,2,19,478.74
1974,4,1,3,495.75
2476,1,2,7,528.25
1276,4,1,28,330.02
1176,2,1,34,241.74
1981,2,1,12,414.91
2144,3,3,2,595.06
2334,4,1,37,396.21
1414,4,1,16,390.16
1671,3,2,38,339.58
2048,4,1,9,502.78
2777,2,2,12,556.88
1055,2,3,43,263.96
2530,2,1,48,392.2
1257,2,2,9,381.93
1767,5,3,1,565.3
2440,1,2,19,473.48
1938,2,1,0,516.39
1807,3,2,100,319.38
2284,5,1,16,503.3
1577,2,2,75,287.33
1535,2,1,32,312.07
1656,2,1,26,351.84
2561,4,1,5,573.67
1550,3,2,100,300.71
2430,2,2,2,557.77
1376,1,1,61,230.54
3229,5,1,20,627.22
2541,1,1,9,454.46
1436,2,1,54,313.93
1294,4,3,19,360.61
2494,1,3,9,520.8
2668,3,1,78,397.81
2089,5,1,11,522.52
2685,3,2,61,438.43
1388,3,1,10,407.17
2245,3,2,2,540.9
1315,4,2,24,326.03
2778,5,1,8,639.49
1595,3,2,28,380.13
2299,4,3,53,422.78
1794,4,2,27,392.71
2332,1,1,14,437.88
2082,3,2,11,502.1
1519,3,2,42,341.62
2604,3,2,7,637.19
1739,5,2,19,421.32
2157,1,1,24,434.06
1794,5,1,13,486.57
1272,2,1,28,288.55
1981,4,1,40,389.81
2472,2,1,0,572.31
2366,2,2,12,497.54
2148,3,2,9,520.35
2425,3,2,0,603.03
1221,3,1,2,413.64
2550,1,2,49,376.29
2464,3,1,3,560.51
1269,3,1,40,301.64
2128,3,1,2,503.62
1720,2,1,9,471.83
653,3,1,86,185.74
2140,4,1,42,384.56
1631,3,3,11,412.8
2249,4,2,17,506.71
1944,2,1,92,319.18
1502,3,1,7,394.16
1856,3,2,73,315.76
1316,5,2,45,314.45
2210,5,2,0,623.4
1907,1,1,9,393.52
1534,4,1,54,337.8
1463,3,2,20,320.14
2152,4,2,20,465.37
2059,3,2,8,507.98
986,2,1,28,261.27
2330,2,1,1,535.16
1572,1,2,20,324.38
2539,2,1,5,580.62
2664,3,1,7,565.49
2391,4,2,17,502.59
2088,1,1,16,423.89
1702,1,2,7,427.22
1974,2,1,21,451.25
2624,3,1,49,420.04
1115,5,1,10,410.17
2752,2,2,33,467.27
2897,3,2,87,417.79
2321,4,1,11,521.25
1110,3,1,14,320.43
1876,2,2,54,314.67
1946,5,1,31,395.49
2358,3,1,47,415.67
2054,4,1,34,401.64
1977,3,1,47,355.04
2444,5,1,63,379.06
1335,3,2,4,405.58
1946,2,1,63,289.18
940,4,2,3,406.82
2516,2,2,14,482.5
1826,4,2,3,517.52
2841,2,1,2,598.62
2019,3,1,31,398.99
1583,1,2,25,371.82
1359,4,2,85,295.6
2801,3,2,100,415.63
3896,3,1,17,657.29
2082,3,1,3,520.7
2993,2,1,47,476.78
1554,3,2,9,435.21
1302,4,1,39,331.9
1796,3,1,25,351.47
1166,4,2,26,331.49
2544,4,2,47,464.03
2515,3,1,20,474.22
1818,3,3,6,508.9
2281,3,2,11,538.15
1471,1,2,9,366.75
2312,4,2,9,542.11
2375,4,2,2,585.34
2441,4,1,19,531.21
2163,2,1,4,486.91
1980,3,1,16,405.1
1161,2,2,5,374.03
1920,3,1,65,337.89
976,4,1,68,232.06
1563,4,3,50,382.26
2032,4,2,84,330.17
1864,3,1,1,530.36
3310,3,2,6,692.86
2356,1,3,1,525.6
3060,3,1,24,552.49
1923,4,2,1,523.43
2274,1,1,39,342.79
1509,4,1,18,394.8
2362,2,1,76,326.69
2717,5,1,12,567.19
1870,3,3,27,415.84
2956,4,2,22,573.64
1910,1,2,45,339.15
1980,2,2,46,367.55
1518,3,2,1,446.0
1657,1,2,6,437.26
2973,3,1,7,626.78
1779,1,1,28,332.96
2800,1,2,42,394.25
1832,3,1,8,469.02
2332,3,2,11,522.2
1918,3,2,31,376.94
2430,3,2,15,483.16
2079,1,2,29,384.39
1892,5,1,4,537.29
2326,5,1,0,612.86
1079,1,1,8,301.94
1779,2,1,63,326.6
1585,2,1,1,429.72
2498,3,1,23,451.36
1977,3,2,3,534.61
1427,3,3,18,354.97
1962,2,2,43,371.96
2178,4,1,10,532.55
2246,4,1,16,513.94
2055,1,3,76,320.6
1931,5,1,0,584.6
2499,2,1,1,579.85
2040,3,1,10,473.1
2148,1,2,34,390.29
1756,5,2,12,490.66
1340,3,2,13,348.32
1364,2,1,0,423.19
1967,3,2,25,428.77
1066,2,1,13,320.57
2857,4,1,35,464.06
2205,4,1,51,418.08
1923,4,1,74,349.07
1561,4,2,0,474.94
1710,2,1,0,445.66
663,5,3,8,347.39
2309,1,1,100,325.82
2406,3,2,3,573.55
1661,3,3,42,369.41
2275,3,1,73,346.53
1465,5,2,12,453.94
1145,3,1,87,207.33
1796,3,1,32,330.37
2051,3,1,23,404.76
2033,3,2,22,416.85
1729,3,1,8,443.52
2254,2,1,5,508.3
1854,1,1,8,442.76
2711,1,1,25,470.55
1896,4,2,10,477.16
1174,4,2,9,402.6
1491,2,2,53,331.76
1748,5,2,7,468.75
2197,5,3,0,625.67
2824,3,2,74,406.75
1930,4,2,6,522.06
3292,2,3,2,669.47
2435,5,1,2,626.7
2298,3,2,27,481.55
2967,2,2,17,536.71
2095,5,1,42,397.18
2370,2,1,5,517.26
1902,3,1,62,327.91
2032,4,2,15,456.38
1158,3,1,35,281.63
2380,2,2,27,440.54
2673,2,2,6,602.87
2281,3,1,16,470.32
2153,2,2,19,474.12
2653,2,2,0,605.65
2227,3,1,25,449.05
1966,5,2,19,461.21
2219,3,1,39,383.97
1447,1,1,14,346.48
2542,4,1,49,426.27
2360,2,1,44,375.13
1843,2,2,28,365.66
1221,3,1,3,388.85
2270,3,1,1,554.73
3126,3,3,29,537.44
1724,4,2,62,383.5
1703,4,2,2,484.41
2021,3,1,30,425.29
2838,4,3,12,595.72
2341,3,2,10,512.3
1326,4,1,100,244.73
2039,2,3,24,454.58
3904,3,3,21,681.87
2928,2,2,20,557.36
2396,4,2,26,488.59
2344,2,2,17,458.12
1925,3,2,17,442.23
1515,2,2,24,360.65
2517,4,3,56,461.66
1586,5,1,7,439.97
2214,5,1,28,442.01
2097,3,2,61,350.86
2053,3,2,58,380.8
2455,3,2,11,532.49
2073,3,3,54,399.43
1877,1,1,5,430.61
2394,3,2,84,386.25
3021,4,1,45,491.45
1776,3,1,68,331.47
2022,1,1,2,495.8
1567,3,3,84,287.86
2250,1,1,2,504.19
943,2,3,32,303.2
2596,2,2,3,593.08
2634,4,1,39,400.72
2892,3,2,6,621.95
1115,4,1,9,354.22
2496,3,1,43,429.11
2567,4,1,4,603.08
1976,2,2,1,489.9
1559,3,2,41,337.46
2705,4,2,12,562.36
2811,4,2,7,628.53
1882,3,2,31,369.21
2103,4,2,16,476.34
2025,3,1,67,349.95
2230,5,2,7,557.89
1976,2,1,0,501.46
2720,2,3,3,603.71
2117,4,1,38,405.51
2429,5,1,24,530.51
1613,5,1,21,421.97
1988,5,1,9,510.2
1951,3,3,44,364.5
1908,1,2,100,293.22
928,2,1,12,327.79
2400,1,1,20,496.3
2739,3,3,22,497.85
2661,1,1,18,440.2
1601,2,1,23,355.3
2744,5,2,8,620.8
2061,4,2,27,460.11
2828,3,1,3,638.92
726,2,2,3,317.12
1109,2,1,28,239.53
2550,4,1,18,492.99
2901,3,1,3,637.39
1807,5,2,54,345.49
1780,2,2,3,457.96
1981,5,2,0,655.78
2748,3,2,15,539.16
1330,4,2,55,294.82
1689,4,1,0,491.16
2460,4,1,9,572.16
3074,3,3,4,663.08
996,5,2,26,316.04
2568,2,3,74,414.45
1772,2,2,83,277.96
1462,3,2,0,453.46
940,2,1,26,251.38
1133,5,2,33,312.2
2109,1,3,18,434.36
2764,3,3,66,436.28
2186,3,2,10,518.62
3081,1,3,16,567.19
2711,3,1,18,499.74
2218,4,2,34,443.28
1978,5,3,22,463.94
1457,4,1,13,401.01
1257,4,2,19,338.38
2103,3,2,15,440.81
2485,4,1,35,461.74
2195,3,2,6,517.97
1046,3,2,26,297.84
1375,3,1,26,336.76
2889,3,1,76,399.58
2674,3,1,46,416.5
1625,2,2,16,397.25
2124,3,2,72,381.13
1911,5,2,4,562.1
3196,3,2,6,654.52
1114,1,3,9,361.08
2853,3,2,21,536.0
1515,5,1,36,342.1
1686,2,3,16,384.25
2538,3,1,1,576.65
1830,2,2,1,480.27
1520,2,2,17,386.72
1594,2,2,22,324.5
2862,4,2,40,519.09
1907,3,3,6,468.5
2235,3,1,58,390.09
1167,2,1,79,217.44
1005,3,2,9,334.54
2377,3,2,54,445.38
2412,2,3,90,359.51
1327,2,1,5,373.07
1108,2,1,46,256.1
1738,3,2,26,405.45
2783,5,2,13,574.3
1674,3,2,13,412.17
2255,4,1,100,339.45
661,3,1,7,276.93
1739,3,1,21,387.89
1916,4,2,24,412.46
1914,4,1,4,525.87
2608,3,2,84,406.0
1001,1,3,0,368.65
1422,2,2,100,278.07
3563,3,1,24,593.29
1175,3,3,2,431.01
1952,2,2,20,411.85
2870,2,1,15,553.97
1577,1,2,33,317.43
1652,3,1,0,474.04
970,4,2,19,333.56
2378,3,2,6,590.33
2093,2,2,19,444.4
1789,2,1,7,404.29
971,2,1,58,232.82
1680,5,1,15,429.83
620,3,3,48,255.64
1452,1,2,17,372.62
834,3,2,14,337.48
2891,3,2,2,650.72
1365,3,1,36,324.53
1724,2,1,18,412.06
1193,2,1,37,278.67
3007,3,3,8,685.97
1586,1,1,7,404.31
1751,4,2,16,414.09
1915,4,1,6,483.91
2200,3,1,26,467.52
1862,3,1,1,469.24
2126,3,1,30,420.96
642,3,1,51,233.61
2226,3,1,22,440.34
1668,4,1,1,507.27
1379,5,1,15,388.1
1892,2,1,15,387.77
1576,2,2,10,376.97
1789,2,2,47,325.12
2879,4,2,60,485.82
1992,2,2,32,378.41
1745,3,2,45,381.28
3394,4,3,3,759.72
2824,3,1,3,620.33
1244,5,2,13,400.13
2248,5,3,30,492.96
1500,1,3,9,419.61
1961,2,1,3,478.19
3539,4,3,20,677.21
2132,2,1,43,349.72
2462,2,1,94,367.4
2119,5,1,9,498.44
2046,2,1,27,364.58
921,3,2,100,232.02
1381,4,3,90,330.05
1681,3,1,1,448.0
2537,3,1,49,393.5
2568,3,3,4,585.6
1763,1,1,19,389.45
1982,4,1,13,482.15
1749,2,1,14,406.61
790,3,1,34,231.9
2878,3,2,13,573.41
1874,1,2,17,419.84
2166,3,1,100,350.97
2046,2,1,17,396.06
1808,3,2,13,493.05
3111,3,1,30,496.77
2121,3,3,2,543.57
2365,3,2,13,472.94
2342,2,2,26,413.13
2293,4,1,14,532.85
2139,1,2,25,395.96
2322,4,2,18,462.31
1566,3,2,16,382.67
2263,2,2,10,509.37
1372,4,1,47,302.71
1041,3,2,4,397.04
2265,3,2,44,405.79
2403,2,2,25,474.46
1255,3,2,7,410.17
2122,2,1,40,368.66
2476,2,1,9,524.13
1901,5,1,37,388.69
3029,4,2,10,645.09
2119,3,1,13,460.87
2238,1,2,21,436.12
2500,2,3,13,545.77
1693,3,1,14,415.88
2654,1,1,12,510.06
1743,4,2,23,416.9
1978,4,1,12,433.8
1956,5,1,5,517.16
862,3,1,2,358.77
1479,2,1,11,351.68
2265,5,3,74,439.01
1803,2,1,21,385.36
2227,3,2,9,511.26
1912,2,2,100,287.82
2746,3,2,8,618.12
1360,4,2,7,416.52
1683,3,1,37,343.49
2590,3,2,36,439.64
2355,3,1,100,370.82
1409,2,2,27,313.77
2335,3,1,16,451.22
2356,5,1,15,536.22
2232,3,2,51,368.32
2528,2,1,8,557.42
1017,2,2,13,320.79
1585,3,2,9,436.78
1992,3,2,37,424.36
2645,3,2,23,496.52
765,4,2,0,393.87
2216,3,3,1,588.28
2214,4,1,78,378.54
1271,2,1,28,302.27
913,4,1,30,294.07
1961,5,1,14,491.14
2120,2,2,40,411.43
1756,3,1,10,425.6
3294,2,1,6,609.54
2597,3,1,23,520.27
1812,2,2,65,319.19
1715,4,1,22,401.48
2248,2,1,14,434.43
